crash_id,year,make,model,vehicle_class,test_type,mass_kg,velocity_kmh,angle_deg,a_pillar_thickness_mm,crumple_zone_length_m,yield_strength_mpa,section_height_mm,section_width_mm,hic,chest_g,intrusion_m,fatality_prob,ais_severity,crush_m,energy_absorbed_j,kinetic_energy_j,p_critical_n
NHTSA-2020-SI-0127,2020,Toyota,Tundra,truck,side,2336.6,51.3,89.1,1.21,0.884,517.2,153.2,111.2,981.2,31.76,0.2504,0.8609,5,0.3811,204787.6,237237.9,23809326.7
NHTSA-2014-SI-0128,2014,Hyundai,Sonata,sedan,side,1494.2,47.3,90.4,1.19,0.741,326.6,168.3,102.6,648.79,22.99,0.3193,0.9983,5,0.4048,109878.8,128972.2,39397694.7
NHTSA-2014-RO-0129,2014,Honda,Accord,sedan,rollover,1482.6,54.1,34.0,0.93,0.865,323.5,141.8,112.9,490.78,21.93,0.031,0.0018,1,0.5966,142327.4,167410.8,6344245.5
NHTSA-2006-RO-0130,2006,Hyundai,Ioniq 5,ev,rollover,2494.7,51.5,40.8,1.12,1.037,386.5,159.9,125.0,567.5,27.64,0.0102,0.0022,1,0.5037,228542.0,255268.8,7513623.2
NHTSA-2006-RO-0131,2006,Ford,F-150,truck,rollover,2328.7,52.6,26.5,1.65,0.863,474.0,185.3,112.6,1270.51,49.06,0.0,0.0326,3,0.3059,204302.5,248570.8,20821519.9
NHTSA-2020-RO-0132,2020,Chevrolet,Bolt,ev,rollover,2333.3,51.4,28.4,1.31,0.997,404.2,170.9,117.1,746.05,32.51,0.0,0.0039,1,0.4052,206812.6,237827.4,10571160.5
NHTSA-2022-FR-0133,2022,GMC,Sierra,truck,frontal,2555.1,46.0,5.0,1.71,0.775,443.5,153.9,128.8,639.36,40.93,0.0291,0.009,1,0.2483,182537.4,208587.6,14995974.8
NHTSA-2017-SI-0134,2017,Ford,Fusion,sedan,side,1445.3,59.9,92.2,1.2,0.877,330.8,142.2,111.9,1020.8,26.76,0.3443,0.9997,5,0.5568,171645.7,200067.5,20267568.3
NHTSA-2005-RO-0135,2005,Rivian,R1T,ev,rollover,2271.9,41.7,28.9,1.25,0.856,388.0,156.3,113.4,582.11,29.67,0.0,0.0026,1,0.2893,128885.7,152414.5,10874659.4
NHTSA-2014-SI-0136,2014,Ford,Fusion,sedan,side,1639.1,42.5,90.8,1.1,0.967,469.8,159.5,112.1,695.62,29.62,0.3416,0.9997,5,0.2705,100099.7,114221.6,20031024.2
NHTSA-2013-FR-0137,2013,Jeep,Grand Cherokee,suv,frontal,1788.4,63.7,3.9,1.06,0.964,465.8,154.3,106.6,757.31,28.65,0.0797,0.0078,1,0.6205,245803.7,279968.1,5364601.6
NHTSA-2005-FR-0138,2005,Ford,Explorer,suv,frontal,1788.6,52.9,5.8,1.36,1.046,476.3,157.5,106.1,954.64,39.02,0.0275,0.0094,2,0.3388,162855.3,193103.2,6076063.9
NHTSA-2017-RO-0139,2017,Ford,Fusion,sedan,rollover,1696.9,43.6,20.5,1.24,0.973,324.7,140.5,95.5,373.43,21.26,0.0047,0.0011,1,0.4155,105842.0,124449.8,5783585.2
NHTSA-2011-SI-0140,2011,Ford,F-150,truck,side,2308.5,35.7,85.4,1.28,0.793,457.2,164.4,122.8,512.21,36.72,0.2575,0.9021,5,0.1836,97107.4,113509.3,39470491.9
NHTSA-2024-SI-0141,2024,Ford,F-150,truck,side,2289.8,40.0,87.7,1.2,0.744,421.4,150.1,115.1,556.12,26.88,0.2476,0.8406,5,0.2685,118781.1,141345.7,32566978.9
NHTSA-2016-FR-0142,2016,Honda,Accord,sedan,frontal,1309.8,51.4,3.4,1.03,0.704,334.9,148.3,104.6,541.27,22.72,0.1329,0.0385,1,0.4639,116781.3,133504.6,8799139.6
NHTSA-2014-FR-0143,2014,Jeep,Grand Cherokee,suv,frontal,2135.5,62.4,11.0,1.09,0.889,350.1,166.6,106.4,423.43,22.74,0.1114,0.0178,1,0.8456,275830.4,320799.6,7753273.2
NHTSA-2004-RO-0144,2004,Tesla,Model Y,ev,rollover,2199.1,42.5,23.5,1.49,1.072,354.3,178.1,115.8,711.26,36.23,0.0,0.0054,1,0.2607,126148.9,153245.5,11335418.4
NHTSA-2002-FR-0145,2002,Hyundai,Sonata,sedan,frontal,1422.5,51.9,8.7,1.42,0.902,433.7,146.9,106.4,1112.89,44.55,0.0567,0.0197,3,0.2958,125336.3,147826.4,7249909.8
NHTSA-2011-RO-0146,2011,Jeep,Grand Cherokee,suv,rollover,1811.0,35.6,35.7,1.52,0.989,395.2,174.6,105.8,455.22,35.9,0.0,0.0046,1,0.1704,72956.3,88549.0,12204092.5
NHTSA-2013-RO-0147,2013,Hyundai,Tucson,suv,rollover,1769.4,44.4,44.3,1.09,0.773,357.1,152.1,111.7,535.49,22.26,0.0,0.0014,1,0.3653,115131.8,134572.7,10835814.0
NHTSA-2015-RO-0148,2015,Ram,1500,truck,rollover,2695.5,38.3,29.5,1.1,0.884,454.3,158.3,121.3,437.89,24.26,0.0036,0.0015,1,0.2807,127959.8,152546.4,9717007.8
NHTSA-2009-RO-0149,2009,Chevrolet,Silverado,truck,rollover,2311.7,47.3,42.1,1.46,0.901,506.7,153.4,112.5,945.55,41.43,0.0,0.011,2,0.2779,173410.9,199534.8,10865327.0
NHTSA-2023-FR-0150,2023,Rivian,R1T,ev,frontal,2333.3,63.2,7.8,1.43,0.959,353.3,178.3,122.5,817.14,32.53,0.0686,0.0074,2,0.5695,302819.0,359558.6,11198179.9
NHTSA-2020-FR-0151,2020,Ford,Mustang Mach-E,ev,frontal,2339.8,47.5,8.7,1.58,1.056,371.3,154.7,127.9,743.43,36.74,0.0432,0.0068,1,0.2867,171483.0,203671.8,7534749.9
NHTSA-2002-FR-0152,2002,Ford,Explorer,suv,frontal,1929.3,62.4,9.6,1.49,0.891,507.7,154.5,114.6,1436.5,44.99,0.0385,0.0368,3,0.4162,260919.5,289823.7,9222133.1
NHTSA-2017-FR-0153,2017,Chevrolet,Bolt,ev,frontal,2469.9,59.6,8.7,1.56,0.894,441.5,154.7,128.5,1075.62,43.5,0.0595,0.0176,3,0.3995,293681.9,338483.0,10419166.4
NHTSA-2005-FR-0154,2005,Jeep,Grand Cherokee,suv,frontal,2197.8,47.4,4.0,1.1,1.02,352.3,153.1,123.9,381.5,22.98,0.0758,0.0054,1,0.4777,166118.8,190506.5,5418636.5
NHTSA-2023-SI-0155,2023,Chevrolet,Equinox,suv,side,2298.2,45.3,90.8,1.09,0.927,394.3,146.0,115.9,537.29,22.38,0.2502,0.8592,5,0.4333,156246.1,181948.8,18000931.6
NHTSA-2001-SI-0156,2001,Tesla,Model 3,ev,side,2356.6,46.6,94.4,1.66,1.092,481.1,151.3,123.8,1141.05,48.21,0.2098,0.4718,4,0.2281,176610.3,197434.3,22218281.9
NHTSA-2019-SI-0157,2019,Chevrolet,Silverado,truck,side,2672.8,51.7,94.6,1.56,0.941,438.9,158.1,128.7,1177.75,36.42,0.2214,0.5914,5,0.3498,234867.9,275621.2,32076484.5
NHTSA-2007-RO-0158,2007,Toyota,Camry,sedan,rollover,1507.9,32.4,44.5,1.49,0.756,382.5,141.5,98.8,378.54,36.27,0.0,0.0047,1,0.1484,52310.1,61070.0,11909570.0
NHTSA-2000-SI-0159,2000,Tesla,Model 3,ev,side,1865.9,37.0,92.1,1.46,1.091,507.4,159.0,115.0,647.07,51.67,0.2418,0.8009,5,0.133,86367.5,98550.0,20945498.6
NHTSA-2011-SI-0160,2011,Ford,Explorer,suv,side,1968.2,58.5,94.6,1.14,1.01,462.7,179.9,120.9,1276.97,36.15,0.238,0.7649,5,0.4785,221079.9,259863.9,26535777.9
NHTSA-2022-RO-0161,2022,Jeep,Grand Cherokee,suv,rollover,2088.0,41.2,34.7,1.33,0.855,351.5,146.0,112.4,464.32,23.95,0.0,0.0014,1,0.3061,113537.1,136738.2,9817254.7
NHTSA-2018-FR-0162,2018,Honda,Accord,sedan,frontal,1627.2,49.5,14.6,1.04,0.774,326.1,154.7,107.1,361.69,23.2,0.1364,0.0435,1,0.5047,127717.9,153821.2,8244031.8
NHTSA-2004-RO-0163,2004,Nissan,Altima,sedan,rollover,1392.3,45.2,32.9,0.91,0.874,406.3,154.6,95.6,490.64,24.62,0.0227,0.0019,1,0.4002,94319.5,109742.5,6645353.9
NHTSA-2018-RO-0164,2018,Hyundai,Tucson,suv,rollover,1880.5,52.5,38.8,1.27,1.016,365.8,146.6,115.1,725.04,28.9,0.0,0.0029,1,0.443,170289.7,199966.4,6824733.3
NHTSA-2021-SI-0165,2021,Hyundai,Ioniq 5,ev,side,2124.3,50.1,85.5,1.19,1.033,433.2,160.8,128.5,954.26,37.07,0.3131,0.9973,5,0.3174,168967.1,205710.4,21247948.3
NHTSA-2020-FR-0166,2020,Rivian,R1T,ev,frontal,1853.0,56.8,8.4,1.41,1.013,483.9,166.4,121.4,1196.69,45.08,0.0523,0.0227,3,0.3033,201312.6,230641.3,8370024.9
NHTSA-2013-FR-0167,2013,Toyota,RAV4,suv,frontal,1820.1,63.1,6.6,1.19,0.802,377.3,166.5,108.6,648.48,27.25,0.0862,0.0085,1,0.6416,243567.1,279588.3,10507091.1
NHTSA-2024-RO-0168,2024,Toyota,RAV4,suv,rollover,2318.5,36.9,34.3,1.07,1.046,452.3,145.5,112.4,331.64,23.49,0.0,0.0012,1,0.2731,102310.1,121793.7,5265318.6
NHTSA-2015-RO-0169,2015,Tesla,Model 3,ev,rollover,2468.5,39.3,20.5,1.43,0.881,389.0,175.8,123.6,551.55,31.75,0.0,0.0031,1,0.2336,127784.5,147090.0,16346187.9
NHTSA-2000-RO-0170,2000,Chevrolet,Malibu,sedan,rollover,1675.0,34.9,27.5,1.46,0.924,410.0,155.8,95.2,456.75,29.86,0.0,0.0024,1,0.1955,70017.0,78710.1,9572305.1
NHTSA-2018-RO-0171,2018,Chevrolet,Silverado,truck,rollover,2186.1,49.8,41.1,1.39,0.819,476.3,177.3,126.1,1038.06,40.86,0.0,0.0118,3,0.2822,178270.3,209167.3,19028627.0
NHTSA-2020-RO-0172,2020,Chevrolet,Malibu,sedan,rollover,1735.2,34.9,42.4,1.3,0.969,355.6,141.2,114.6,399.06,29.95,0.0134,0.0025,1,0.2117,70638.4,81539.0,7014328.3
NHTSA-2020-SI-0173,2020,Ford,F-150,truck,side,2292.0,53.4,94.6,1.56,0.865,430.8,150.2,129.1,1190.71,39.27,0.2108,0.4763,4,0.3201,211515.0,252151.8,33799903.1
NHTSA-2004-RO-0174,2004,Hyundai,Tucson,suv,rollover,2346.2,30.6,28.6,1.55,1.023,345.6,175.0,118.1,302.17,27.6,0.0,0.0018,1,0.1721,73302.3,84756.5,12575027.6
NHTSA-2008-SI-0175,2008,Ford,Explorer,suv,side,2120.3,53.4,86.2,1.27,0.756,468.2,152.4,116.0,1096.47,33.16,0.2171,0.5424,5,0.3998,202302.0,233262.4,34719659.8
NHTSA-2013-RO-0176,2013,Toyota,Camry,sedan,rollover,1505.7,38.4,36.1,1.31,0.76,484.0,150.8,114.5,539.09,42.84,0.0116,0.0105,1,0.1605,73120.7,85657.6,13372783.1
NHTSA-2007-RO-0177,2007,Chevrolet,Equinox,suv,rollover,2337.1,38.2,44.5,1.37,0.846,383.3,149.5,121.4,449.04,30.26,0.0,0.0025,1,0.2449,108357.7,131573.7,11516270.4
NHTSA-2012-SI-0178,2012,GMC,Sierra,truck,side,2013.7,58.3,89.8,1.43,0.784,382.5,164.4,115.6,1390.71,34.05,0.2116,0.4887,4,0.4471,225527.1,264056.5,43137606.1
NHTSA-2014-RO-0179,2014,Toyota,Camry,sedan,rollover,1745.6,42.0,27.3,1.25,0.998,354.1,148.5,113.2,520.79,25.59,0.0126,0.0019,1,0.3167,102446.1,118797.8,7092272.4
NHTSA-2018-FR-0180,2018,Chevrolet,Equinox,suv,frontal,1873.5,47.9,0.3,1.41,1.005,414.4,149.0,113.2,673.42,33.6,0.0292,0.0045,1,0.3013,138635.3,165840.2,6260448.5
NHTSA-2006-RO-0181,2006,Ford,Explorer,suv,rollover,2247.2,49.1,31.5,1.02,0.952,486.3,172.1,106.6,581.29,26.35,0.0,0.0019,1,0.4566,175163.0,209011.3,8668758.5
NHTSA-2008-SI-0182,2008,Ford,Mustang Mach-E,ev,side,2203.3,56.8,88.4,1.41,1.024,433.2,164.3,125.7,1463.76,39.5,0.2828,0.9787,5,0.3816,239194.2,274242.8,26400277.3
NHTSA-2024-RO-0183,2024,Ford,Mustang Mach-E,ev,rollover,1847.4,30.0,37.0,1.54,0.916,468.4,165.6,124.5,291.03,47.26,0.0,0.0174,3,0.0809,54765.5,64145.8,14203999.0
NHTSA-2001-RO-0184,2001,Honda,Accord,sedan,rollover,1547.5,42.1,42.0,1.4,0.91,492.8,163.0,96.0,756.62,41.51,0.0,0.0096,1,0.2203,92301.9,105818.1,10608977.8
NHTSA-2010-SI-0185,2010,Toyota,RAV4,suv,side,1854.1,45.4,93.3,1.39,0.896,466.3,178.1,118.9,1052.55,40.68,0.2209,0.5863,5,0.2399,127526.5,147438.1,39518413.8
NHTSA-2023-FR-0186,2023,Chevrolet,Malibu,sedan,frontal,1276.0,45.5,6.9,1.11,0.923,372.3,141.6,108.3,585.33,28.74,0.0949,0.0111,1,0.3033,87855.7,101915.1,5065096.3
NHTSA-2021-SI-0187,2021,Toyota,Tundra,truck,side,2142.1,41.9,94.6,1.68,0.909,403.6,169.2,126.2,778.04,36.47,0.1991,0.3513,4,0.1981,124396.2,145088.4,42640262.6
NHTSA-2016-SI-0188,2016,Rivian,R1T,ev,side,2269.9,45.6,92.4,1.29,0.969,397.0,177.8,121.5,793.33,30.29,0.2464,0.8324,5,0.3037,152137.0,182096.4,31753329.3
NHTSA-2008-FR-0189,2008,Ram,1500,truck,frontal,2094.4,53.0,8.1,1.33,0.865,478.8,176.1,124.9,1060.64,43.91,0.0566,0.0176,3,0.3098,187077.9,226974.1,12624373.0
NHTSA-2023-FR-0190,2023,Hyundai,Sonata,sedan,frontal,1708.2,55.2,9.8,1.5,0.871,336.4,152.6,97.7,583.33,23.72,0.0848,0.0075,1,0.5243,178106.3,200808.4,8461390.6
NHTSA-2011-SI-0191,2011,Tesla,Model Y,ev,side,2353.6,52.8,90.1,1.26,0.918,352.6,161.0,111.8,560.44,27.07,0.2518,0.8698,5,0.5304,225575.8,253142.8,25890336.8
NHTSA-2012-RO-0192,2012,Hyundai,Tucson,suv,rollover,2349.2,50.9,24.3,1.23,1.032,350.9,165.4,114.9,450.92,21.8,0.0,0.0012,1,0.5523,201379.5,234812.1,8483238.5
NHTSA-2001-FR-0193,2001,Ram,1500,truck,frontal,2489.4,56.5,13.5,1.55,0.782,445.6,163.3,114.6,1011.82,41.21,0.0472,0.0129,2,0.4159,260218.5,306589.0,14159677.2
NHTSA-2022-RO-0194,2022,Ram,1500,truck,rollover,2001.4,43.3,24.9,1.57,0.957,534.4,151.4,125.8,714.72,49.12,0.0,0.0227,3,0.1682,128473.9,144768.7,10848796.7
NHTSA-2024-FR-0195,2024,Toyota,Camry,sedan,frontal,1493.1,60.7,14.9,1.24,0.879,491.1,163.1,95.6,987.0,32.76,0.0817,0.0113,2,0.4569,179781.8,212242.0,7974539.2
NHTSA-2012-SI-0196,2012,GMC,Sierra,truck,side,2464.8,38.2,88.3,1.56,0.747,519.8,160.9,123.5,684.75,47.1,0.2047,0.4135,4,0.1612,118150.7,138762.9,51483153.6
NHTSA-2015-SI-0197,2015,Chevrolet,Bolt,ev,side,2435.7,54.5,90.9,1.55,0.899,425.1,171.4,124.6,1254.09,37.6,0.2282,0.667,5,0.3691,249636.9,279114.1,41187701.4
NHTSA-2001-SI-0198,2001,GMC,Sierra,truck,side,2206.1,35.3,86.7,1.49,0.964,447.2,187.1,118.3,603.88,42.67,0.215,0.5198,5,0.1555,88507.7,106057.1,40894060.7
NHTSA-2000-SI-0199,2000,Ford,F-150,truck,side,2151.5,42.5,93.5,1.14,0.704,463.8,172.1,128.3,892.75,36.1,0.2956,0.9907,5,0.2501,128728.7,149928.5,51291921.4
NHTSA-2011-FR-0200,2011,Tesla,Model 3,ev,frontal,2425.2,58.3,9.6,1.69,0.885,386.4,172.1,111.4,938.51,37.92,0.0436,0.009,2,0.4413,269922.5,318016.5,13343249.1
NHTSA-2022-RO-0201,2022,Ram,1500,truck,rollover,2397.6,39.7,40.5,1.62,0.88,444.3,182.0,119.3,568.16,33.21,0.0,0.0036,1,0.2065,130590.5,145788.3,19588083.9
NHTSA-2015-FR-0202,2015,Ford,Fusion,sedan,frontal,1720.2,51.1,5.6,1.44,0.827,495.8,155.4,98.2,786.48,37.84,0.0629,0.0091,1,0.3257,149926.2,173294.9,9451062.4
NHTSA-2005-SI-0203,2005,Honda,CR-V,suv,side,2006.3,49.1,86.2,1.51,0.915,489.2,177.1,122.6,1059.75,48.9,0.2157,0.5349,5,0.2492,155823.2,186605.3,41384889.8
NHTSA-2003-FR-0204,2003,Hyundai,Sonata,sedan,frontal,1597.5,47.4,13.4,1.23,0.904,324.8,142.5,112.8,513.97,24.39,0.0946,0.0102,1,0.3997,119734.7,138472.2,6094552.1
NHTSA-2002-SI-0205,2002,Jeep,Grand Cherokee,suv,side,1961.6,39.0,93.1,1.45,0.951,355.1,156.5,121.6,611.85,33.82,0.2044,0.4026,4,0.2285,98120.2,115107.8,27441966.5
NHTSA-2006-RO-0206,2006,Tesla,Model Y,ev,rollover,2125.4,54.1,39.6,1.26,0.946,415.3,179.0,117.9,1103.58,37.35,0.0008,0.0104,2,0.38,192720.1,239993.9,12661718.0
NHTSA-2011-SI-0207,2011,Ford,Mustang Mach-E,ev,side,2124.0,52.6,91.9,1.13,1.03,448.7,156.2,115.0,1013.57,33.49,0.2899,0.9863,5,0.4042,193283.6,226720.6,17569364.6
NHTSA-2015-FR-0208,2015,Ford,F-150,truck,frontal,2405.7,46.1,2.9,1.61,0.854,382.9,189.0,127.1,605.95,34.53,0.0352,0.0049,1,0.2915,172836.3,197246.1,18632076.4
NHTSA-2024-SI-0209,2024,Toyota,Camry,sedan,side,1604.2,54.9,93.6,0.91,0.999,335.4,143.3,105.8,420.78,18.23,0.4023,1.0,5,0.6888,156187.4,186538.4,11669605.8
NHTSA-2014-FR-0210,2014,Chevrolet,Malibu,sedan,frontal,1359.0,50.3,9.1,0.9,0.771,438.4,149.1,112.5,755.74,29.48,0.1508,0.0747,1,0.3829,114318.7,132654.0,6846106.5
NHTSA-2024-SI-0211,2024,Honda,CR-V,suv,side,2115.3,35.5,89.3,1.38,0.941,519.3,173.9,121.9,516.28,37.27,0.2139,0.5055,4,0.1536,89945.4,102847.5,34214577.3
NHTSA-2012-RO-0212,2012,Ford,F-150,truck,rollover,2296.1,47.0,24.6,1.14,0.967,370.7,176.1,112.3,528.31,24.07,0.0,0.0015,1,0.4402,162399.0,195682.3,10236351.3
NHTSA-2014-FR-0213,2014,Ford,F-150,truck,frontal,2707.0,59.3,10.0,1.54,0.785,430.9,153.7,125.7,828.48,34.55,0.0696,0.0084,2,0.482,323745.5,367250.7,12940199.0
NHTSA-2005-RO-0214,2005,Rivian,R1T,ev,rollover,2156.3,46.9,41.7,1.52,0.956,409.5,157.2,122.3,852.77,39.35,0.0,0.0082,2,0.2694,163817.1,182986.8,11265226.2
NHTSA-2024-FR-0215,2024,Nissan,Altima,sedan,frontal,1707.1,61.3,14.0,1.32,0.841,444.9,158.3,95.9,880.07,27.46,0.0899,0.0108,2,0.542,212174.7,247482.7,8640137.8
NHTSA-2023-SI-0216,2023,Toyota,Camry,sedan,side,1506.6,50.0,92.6,1.16,0.958,499.1,169.9,107.6,983.73,32.72,0.3359,0.9995,5,0.3087,124110.4,145312.5,24257998.6
NHTSA-2023-RO-0217,2023,Ford,Fusion,sedan,rollover,1666.3,33.7,24.8,1.46,0.968,420.8,144.9,104.4,397.04,32.82,0.0011,0.0032,1,0.1592,63357.5,73009.3,7822343.5
NHTSA-2013-RO-0218,2013,Chevrolet,Silverado,truck,rollover,2156.4,52.8,39.2,1.69,0.808,372.4,152.9,121.6,1054.55,39.88,0.0,0.0112,2,0.3367,198511.1,231932.8,16315814.8
NHTSA-2003-SI-0219,2003,GMC,Sierra,truck,side,2146.4,37.2,92.9,1.55,0.766,381.8,169.1,129.2,683.02,43.26,0.2344,0.7297,5,0.1724,96903.3,114593.9,56383992.8
NHTSA-2003-RO-0220,2003,Ford,Explorer,suv,rollover,2143.2,40.4,44.5,1.04,0.908,400.7,158.4,111.1,425.15,26.54,0.0,0.0017,1,0.3435,112743.1,134955.5,8215541.6
NHTSA-2005-FR-0221,2005,Toyota,Camry,sedan,frontal,1590.2,64.2,4.7,1.08,0.999,367.4,160.4,111.8,705.37,25.69,0.1492,0.0697,1,0.713,223256.8,252863.9,5754545.7
NHTSA-2000-FR-0222,2000,Ford,Fusion,sedan,frontal,1460.3,57.3,6.3,1.45,0.707,352.6,153.1,113.6,1141.46,40.48,0.1042,0.0261,3,0.4061,161522.5,184976.4,13880875.4
NHTSA-2013-SI-0223,2013,Toyota,RAV4,suv,side,2340.6,41.3,90.4,1.02,0.823,425.4,177.9,115.3,471.0,23.24,0.2877,0.984,5,0.3531,126732.7,154025.4,33817246.1
NHTSA-2014-SI-0224,2014,Honda,Accord,sedan,side,1546.1,41.1,94.9,1.1,0.738,330.8,160.8,108.6,522.09,22.42,0.3246,0.9988,5,0.3327,87580.2,100759.6,34303228.2
NHTSA-2002-RO-0225,2002,Nissan,Altima,sedan,rollover,1623.0,38.9,31.6,1.18,0.734,481.2,142.0,108.8,568.35,31.81,0.0154,0.0033,1,0.2119,83802.8,94750.8,10864875.5
NHTSA-2003-SI-0226,2003,Ford,Explorer,suv,side,2157.6,38.2,90.1,1.38,0.938,389.9,150.7,121.3,608.96,30.52,0.2031,0.3883,4,0.2335,104717.3,121468.2,24588368.4
NHTSA-2003-SI-0227,2003,Toyota,RAV4,suv,side,1977.8,36.4,88.0,1.57,0.861,431.5,158.1,112.3,693.38,39.99,0.1782,0.1913,4,0.1741,89896.1,101099.8,35026233.3
NHTSA-2012-SI-0228,2012,Ram,1500,truck,side,2186.6,35.9,94.2,1.58,0.827,522.5,182.5,121.4,575.06,48.69,0.1867,0.2582,4,0.1298,93636.4,108723.5,56435455.1
NHTSA-2000-RO-0229,2000,Ford,Fusion,sedan,rollover,1270.8,51.9,36.3,1.1,0.976,335.2,144.5,99.2,868.27,28.66,0.0141,0.0039,2,0.4523,110514.4,132061.7,5607273.0
NHTSA-2023-FR-0230,2023,Chevrolet,Malibu,sedan,frontal,1729.0,50.5,13.7,1.43,0.943,471.9,165.3,114.6,869.04,37.54,0.0659,0.0098,2,0.2886,143514.1,170115.1,9266061.2
NHTSA-2019-SI-0231,2019,Hyundai,Ioniq 5,ev,side,2404.2,36.2,93.5,1.28,0.9,356.7,161.8,127.4,480.65,26.17,0.2853,0.9813,5,0.2282,105354.8,121549.4,30303960.1
NHTSA-2016-SI-0232,2016,Ram,1500,truck,side,2371.0,40.5,94.0,1.51,0.882,361.4,160.3,128.9,687.3,30.48,0.2305,0.6875,5,0.2446,128222.2,150039.8,36566886.6
NHTSA-2007-RO-0233,2007,Tesla,Model Y,ev,rollover,2265.6,42.9,34.4,1.33,0.899,382.7,154.3,116.7,731.56,36.38,0.0,0.0055,1,0.2762,131903.3,160865.5,10368255.6
NHTSA-2016-SI-0234,2016,Ford,Mustang Mach-E,ev,side,2239.3,37.4,90.4,1.17,0.978,441.9,150.7,118.7,566.11,32.41,0.2857,0.9818,5,0.2097,100995.6,120842.7,18966851.5
NHTSA-2021-FR-0235,2021,Chevrolet,Malibu,sedan,frontal,1619.5,57.3,12.0,1.48,0.833,405.0,150.9,95.7,832.68,30.93,0.071,0.0074,2,0.4453,173317.3,205142.3,8771113.9
NHTSA-2006-RO-0236,2006,Ford,Explorer,suv,rollover,1863.7,43.4,30.9,1.58,0.82,406.7,172.4,108.9,755.08,37.95,0.0,0.0066,1,0.2401,116689.2,135431.7,18228863.0
NHTSA-2021-RO-0237,2021,Honda,Accord,sedan,rollover,1345.2,33.0,28.2,1.37,0.993,353.2,164.0,112.4,396.32,32.06,0.0086,0.003,1,0.1425,47858.7,56517.1,9827657.9
NHTSA-2009-FR-0238,2009,Ford,Fusion,sedan,frontal,1326.3,49.1,9.8,1.32,0.866,341.4,155.8,109.0,789.97,33.33,0.0711,0.0078,1,0.3238,104061.8,123358.7,8549881.1
NHTSA-2003-RO-0239,2003,Rivian,R1T,ev,rollover,1863.2,31.5,35.9,1.11,1.021,357.0,152.8,124.0,371.38,28.15,0.0106,0.0021,1,0.1639,62369.7,71325.6,6878093.8
NHTSA-2003-SI-0240,2003,Chevrolet,Bolt,ev,side,1869.2,59.7,92.7,1.41,1.02,359.2,162.8,127.2,1525.0,42.71,0.2579,0.9082,5,0.4283,227917.5,257021.5,26266234.2
NHTSA-2024-RO-0241,2024,Rivian,R1T,ev,rollover,2084.0,53.4,27.7,1.49,0.985,499.4,175.3,129.8,1173.43,49.9,0.0,0.0311,3,0.2654,203878.7,229268.9,13985022.3
NHTSA-2016-FR-0242,2016,Honda,Accord,sedan,frontal,1539.8,52.5,13.1,1.15,0.974,403.3,163.9,104.4,643.45,28.09,0.0901,0.0097,1,0.444,143291.1,163737.4,6466939.5
NHTSA-2022-RO-0243,2022,GMC,Sierra,truck,rollover,2255.8,48.0,37.0,1.65,0.844,481.9,169.4,120.6,859.66,42.81,0.0,0.0117,2,0.2359,168422.0,200515.6,18448250.6
NHTSA-2005-SI-0244,2005,Honda,Accord,sedan,side,1558.0,52.7,90.2,1.3,0.846,344.3,150.7,112.2,1025.03,30.79,0.323,0.9987,5,0.4395,149325.3,166937.4,26994296.5
NHTSA-2019-RO-0245,2019,Ford,Explorer,suv,rollover,2171.7,40.9,26.1,1.21,0.837,413.2,148.4,110.9,536.61,27.35,0.0,0.002,1,0.2888,112647.5,140155.9,9614398.2
NHTSA-2011-SI-0246,2011,Chevrolet,Bolt,ev,side,1804.6,46.9,91.6,1.65,1.042,380.0,154.9,111.5,1041.92,42.54,0.2279,0.663,5,0.2432,134208.7,153141.1,23799566.9
NHTSA-2012-SI-0247,2012,Chevrolet,Equinox,suv,side,1980.2,51.5,87.2,1.06,0.956,393.3,171.4,112.9,681.89,28.63,0.2331,0.7135,5,0.4901,168706.7,202622.9,23510796.4
NHTSA-2022-FR-0248,2022,Hyundai,Tucson,suv,frontal,2080.3,60.6,9.5,1.5,0.827,439.8,162.0,113.0,1048.08,37.03,0.034,0.0097,2,0.4556,250430.5,294738.1,11921444.2
NHTSA-2000-RO-0249,2000,Ram,1500,truck,rollover,2592.0,32.5,37.6,1.43,0.775,547.1,155.7,129.6,430.87,44.44,0.0,0.0124,1,0.1299,95090.2,105625.0,16470278.7
NHTSA-2015-RO-0250,2015,Chevrolet,Equinox,suv,rollover,1900.2,51.7,21.1,1.17,0.777,496.9,150.8,111.1,785.48,33.77,0.0,0.0046,1,0.3615,168804.8,195950.1,11222283.5
NHTSA-2018-FR-0251,2018,Chevrolet,Bolt,ev,frontal,2146.3,60.9,6.0,1.36,0.925,524.6,174.4,122.7,1305.72,43.51,0.0565,0.0256,3,0.3743,269266.0,307107.2,10895600.5
NHTSA-2011-SI-0252,2011,Toyota,RAV4,suv,side,1934.6,51.2,85.2,1.11,0.902,443.9,166.5,109.9,790.41,28.87,0.2106,0.4676,4,0.4282,168051.5,195657.3,25345367.3
NHTSA-2021-FR-0253,2021,Tesla,Model Y,ev,frontal,2491.4,60.9,1.9,1.25,0.947,458.2,151.8,121.3,933.09,33.67,0.0945,0.0143,2,0.5202,307235.7,356486.5,6877314.2
